Text,Intent
How many POs were created for a given item or a lot of things,PO
How many POs were created for a single item or numerous items?,PO
"When was the last PO created for an item or a collection of items, please?",INFORMATION
"How many units of a given item, or how many different things, did the vendor/seller sell?",QUANTITY
I'd like to know when the last PO for an ITEM or several items was created.,INFORMATION
I'd like to know how many quantities of an ITEM or several items the vendor sold.,QUANTITY
I'd like to know how many ITEMS were included in a given SO.,SO
I'd like to know how many ITEMS were included in a given PO.,PO
"When was the most recent PO made for a single item or a set of commodities, please?",PO
I want to know how many units of a particular ITEM or many products the vendor sold.,QUANTITY
"For a certain PO, what is the SO date?",SO
"Which ITEMS made up a specific SO, and how many of them?",SO
"How many ITEMS make up a specific PO, please?",PO
"Which ITEMS made up a given PO, and how many of them?",PO
When will an item or a number of items in my order be delivered?,INFORMATION
"How much is kept in storage at a certain place, please?",INFORMATION
I'd like to know. How many POs were created for a single item or a number of items?,PO
I want to know how many quantities of an ITEM or several goods were sold by the vendor?,QUANTITY
I need more details about a certain ITEM.,INFORMATION
"On these ITEMS, I need further details.",INFORMATION
Please tell me where to find the ITEM.,INFORMATION
I need to know the location of the item's storage unit.,LOCATION
I want to know the location of the ITEM.,LOCATION
Please tell me where the item is held in storage.,INFORMATION
I'm curious how many of each item we have in stock.,INFORMATION
How many of a specific item do we have on hand right now?,INFORMATION
Please let us know how much of a specific item we presently have in stock.,INFORMATION
I need to know how many stockpiles we have of a particular ITEM.,INFORMATION
I want to know. How many of an ITEM did we use?,INFORMATION
I want to know. What portion of a specific quantity did we use for a given item?,INFORMATION
Which ITEM have we utilised the most of?,INFORMATION
Please let me know how many units of a specific item were received.,INFORMATION
I'm curious how many of a particular item were received.,INFORMATION
Please tell me how many units of a particular item were received.,INFORMATION
How many of a particular item were received?,INFORMATION
I want to know the last time an item was utilised.,INFORMATION
How can I determine the most recent usage of an ITEM?,INFORMATION
When was an item's received quantity? I need to know.,INFORMATION
Please let me know the price of the item.,COST
Please tell me the price of this item.,COST
I want to know whether a single item or numerous products were received in the order.,ORDER
I'd want to know when one item or several things from the order will be delivered.,INFORMATION
When were orders for a specific product or a number of products received?,ORDER
When will the order for one or more products be delivered?,INFORMATION
What is the date when orders were received for one or more items?,ORDER
When will the order's various items—if any—be delivered?,INFORMATION
What is the vendor's current stock level for this product?,QUANTITY
The vendor's current stock availability for this item is something I'm curious about.,QUANTITY
Please let me know how many units of this product the seller/merchant is offering.,QUANTITY
how many of this ITEM the merchant has in stock.,QUANTITY
how many of this ITEM's units the merchant has in stock.,QUANTITY
How many of this ITEM's units are offered by the specific vendor or merchant?,QUANTITY
Please let me know how many units of this product the individual seller is selling.,QUANTITY
How many of this item is being provided by the individual merchant is something I'm curious about.,QUANTITY
The cost of the products that have been held for a while has me wondering.,COST
I want to know. How many Orders are sold for each ITEM?,ORDER
How many ITEM Orders are actually fulfilled?,ORDER
What I'm interested in learning is the cost of the products that have been held for a time.,COST
The cost of the things that have been placed on hold for some time has piqued my interest.,COST
Please tell me how many objects are stored in storage at a certain location.,QUANTITY
How many items are kept in a certain location?,QUANTITY
Please let me know how much is maintained in storage at a certain place.,INFORMATION
how much is kept in a certain location.,QUANTITY
I'm interested in learning the maximum and minimum storage quantities for a given item in a particular location/area.,QUANTITY
I need to know how much of a certain item can be stored in both the maximum and minimal amounts.,QUANTITY
What is the greatest and least quantity of a single item that can be stored in a particular place?,QUANTITY
How many POs were issued for a certain item or a group of related items?,PO
"For a single item or a number of things, how many POs were generated?",PO
How many POs were created for one item or several?,PO
Please let me know when the last PO for a specific item or set of items was created.,PO
